GO_Term,AUROC,From_Level,AUROC_difference,Ones,Zeros,Size,TL,Balance,Ontology,Frozen,LR,Data,Time
GO:0060255,0.6866,4,0.0358,7161,7194,14355,1,0.9977,bp,0,0.0001,Aug,236.1797
GO:0009892,0.607,4,-0.0912,4691,4730,9421,1,0.9959,bp,0,0.0001,Aug,43.7667
GO:0006259,0.6854,4,-0.0228,2629,2636,5265,1,0.9987,bp,0,0.0001,Aug,11.1133
GO:0016070,0.5778,4,-0.144,2831,2808,5639,1,0.9959,bp,0,0.0001,Aug,32.6243
GO:0018193,0.6906,4,-0.0018,3234,3291,6525,1,0.9913,bp,0,0.0001,Aug,13.7689
GO:0010605,0.6495,4,0.0328,4316,4324,8640,1,0.9991,bp,0,0.0001,Aug,136.6945
GO:0036211,0.7695,5,0.0423,2561,2543,5104,1,0.9965,bp,0,0.0001,Aug,14.1257
GO:0090304,0.7493,5,0.051,3210,3190,6400,1,0.9969,bp,0,0.0001,Aug,54.4773
GO:0009893,0.7239,5,0.1214,4013,3970,7983,1,0.9946,bp,0,0.0001,Aug,24.4427
GO:0060255,0.7129,5,-0.0244,7161,7194,14355,1,0.9977,bp,0,0.0001,Aug,89.2887
GO:0009892,0.6672,5,-0.0213,3307,3270,6577,1,0.9944,bp,0,0.0001,Aug,15.9627
GO:0018193,0.7248,5,-0.0009,1926,1951,3877,1,0.9936,bp,0,0.0001,Aug,14.8171
GO:0006259,0.7097,5,0.0128,1858,1875,3733,1,0.9954,bp,0,0.0001,Aug,8.1062
GO:0016070,0.7669,5,0.0351,1995,1997,3992,1,0.9995,bp,0,0.0001,Aug,13.9302
GO:0010605,0.6692,5,-0.0072,3034,2992,6026,1,0.993,bp,0,0.0001,Aug,16.6568
GO:0018193,0.7365,6,0.0093,1926,1951,3877,1,0.9936,bp,0,0.0001,Aug,8.3973
GO:0006259,0.6942,6,-0.0041,1858,1875,3733,1,0.9954,bp,0,0.0001,Aug,8.1204
GO:0016070,0.7217,6,0.1192,1995,1997,3992,1,0.9995,bp,0,0.0001,Aug,11.3468
GO:0010605,0.6482,6,-0.0891,4164,4164,8328,1,1,bp,0,0.0001,Aug,71.8412
GO:0008152,0.7312,2,0.0273,14672,14677,29349,1,0.9998,bp,0,0.0001,Aug,174.1363
GO:0050789,0.633,2,-0.0035,15598,15543,31141,1,0.9982,bp,0,0.0001,Aug,505.642
GO:0048856,0.5832,2,-0.0261,4951,4945,9896,1,0.9994,bp,0,0.0001,Aug,20.2433
GO:0043170,0.6392,2,-0.0771,8091,8056,16147,1,0.9978,bp,0,0.0001,Aug,118.5228
GO:0044238,0.6089,2,-0.0256,11612,11550,23162,1,0.9973,bp,0,0.0001,Aug,362.8361
GO:0048518,0.6059,2,-0.137,8267,8294,16561,1,0.9984,bp,0,0.0001,Aug,77.3934
GO:0050794,0.6135,2,-0.0638,14390,14352,28742,1,0.9987,bp,0,0.0001,Aug,466.8155
GO:0048519,0.5846,2,-0.1306,9243,9273,18516,1,0.9984,bp,0,0.0001,Aug,36.9148
GO:0048513,0.6657,2,-0.0127,3256,3252,6508,1,0.9994,bp,0,0.0001,Aug,13.6708
GO:0043412,0.7479,2,0.0874,5201,5201,10402,1,1,bp,0,0.0001,Aug,134.6948
GO:0006139,0.7102,2,0.0295,6937,6973,13910,1,0.9974,bp,0,0.0001,Aug,101.1483
GO:0019538,0.7078,2,-0.0041,7642,7568,15210,1,0.9951,bp,0,0.0001,Aug,135.2216
GO:0048522,0.5992,2,-0.0798,7854,7836,15690,1,0.9989,bp,0,0.0001,Aug,119.6108
GO:0019222,0.6785,2,-0.046,7845,7818,15663,1,0.9983,bp,0,0.0001,Aug,103.6743
GO:0048523,0.6036,2,-0.0778,8612,8626,17238,1,0.9992,bp,0,0.0001,Aug,148.9968
GO:0007423,0.6884,2,0.0252,2744,2760,5504,1,0.9971,bp,0,0.0001,Aug,14.3706
GO:0090304,0.7394,2,-0.0506,5366,5392,10758,1,0.9976,bp,0,0.0001,Aug,109.1015
GO:0036211,0.7239,2,-0.0057,4552,4505,9057,1,0.9948,bp,0,0.0001,Aug,58.7523
GO:0009893,0.6501,2,-0.1064,4710,4684,9394,1,0.9972,bp,0,0.0001,Aug,67.0158
GO:0060255,0.6813,2,-0.0326,7114,7052,14166,1,0.9956,bp,0,0.0001,Aug,196.3446
GO:0009892,0.6486,2,-0.1014,4843,4862,9705,1,0.998,bp,0,0.0001,Aug,115.7234
GO:0006259,0.7525,2,0.0384,3201,3196,6397,1,0.9992,bp,0,0.0001,Aug,78.2851
GO:0016070,0.7616,2,0.0297,3416,3420,6836,1,0.9994,bp,0,0.0001,Aug,56.1902
GO:0018193,0.6791,2,-0.1125,3356,3381,6737,1,0.9963,bp,0,0.0001,Aug,50.4319
GO:0010605,0.6888,2,-0.0422,4504,4474,8978,1,0.9967,bp,0,0.0001,Aug,42.9877
GO:0043170,0.5972,3,-0.1067,8091,8056,16147,1,0.9978,bp,0,0.0001,Aug,49.5428
GO:0044238,0.6066,3,-0.0299,11612,11550,23162,1,0.9973,bp,0,0.0001,Aug,389.9914
GO:0048518,0.6448,3,0.0355,8267,8294,16561,1,0.9984,bp,0,0.0001,Aug,101.8844
GO:0050794,0.6278,3,-0.0885,14390,14352,28742,1,0.9987,bp,0,0.0001,Aug,485.8332
GO:0048519,0.6489,3,0.0144,9243,9273,18516,1,0.9984,bp,0,0.0001,Aug,82.2668
GO:0048513,0.6681,3,-0.0748,3256,3252,6508,1,0.9994,bp,0,0.0001,Aug,31.7907
GO:0043412,0.7436,3,0.0663,5201,5201,10402,1,1,bp,0,0.0001,Aug,99.3744
GO:0006139,0.6979,3,-0.0173,6937,6973,13910,1,0.9974,bp,0,0.0001,Aug,141.2681
GO:0019538,0.7123,3,0.0339,7642,7568,15210,1,0.9951,bp,0,0.0001,Aug,129.3603
GO:0048522,0.6362,3,-0.0243,7422,7397,14819,1,0.9983,bp,0,0.0001,Aug,170.5112
GO:0019222,0.6854,3,0.0047,7845,7818,15663,1,0.9983,bp,0,0.0001,Aug,80.664
GO:0048523,0.5975,3,-0.1144,8499,8502,17001,1,0.9998,bp,0,0.0001,Aug,41.487
GO:0007423,0.6659,3,-0.0131,2750,2812,5562,1,0.9889,bp,0,0.0001,Aug,40.5569
GO:0090304,0.712,3,-0.0125,4496,4513,9009,1,0.9981,bp,0,0.0001,Aug,52.6598
GO:0036211,0.7445,3,0.0631,4802,4786,9588,1,0.9983,bp,0,0.0001,Aug,117.2099
GO:0009893,0.6216,3,-0.0416,3919,3925,7844,1,0.9992,bp,0,0.0001,Aug,22.1119
GO:0060255,0.69,3,-0.1,7114,7052,14166,1,0.9956,bp,0,0.0001,Aug,221.9405
GO:0009892,0.6587,3,-0.0709,4524,4539,9063,1,0.9983,bp,0,0.0001,Aug,28.2383
GO:0006259,0.6996,3,-0.0569,2683,2677,5360,1,0.9989,bp,0,0.0001,Aug,92.2794
GO:0016070,0.7413,3,0.0274,2859,2838,5697,1,0.9963,bp,0,0.0001,Aug,91.6504
GO:0018193,0.6574,3,-0.0926,3602,3583,7185,1,0.9974,bp,0,0.0001,Aug,56.9186
GO:0010605,0.6763,3,-0.0378,4206,4185,8391,1,0.9975,bp,0,0.0001,Aug,87.4638
GO:0043412,0.7374,4,0.0335,5201,5201,10402,1,1,bp,0,0.0001,Aug,97.9072
GO:0006139,0.6837,4,0.0472,6937,6973,13910,1,0.9974,bp,0,0.0001,Aug,56.3833
GO:0019538,0.6666,4,0.0573,4102,4093,8195,1,0.9989,bp,0,0.0001,Aug,30.7642
GO:0048522,0.644,4,-0.0723,6501,6550,13051,1,0.9962,bp,0,0.0001,Aug,39.5617
GO:0019222,0.6931,4,0.0586,7845,7818,15663,1,0.9983,bp,0,0.0001,Aug,125.8292
GO:0048523,0.6078,4,-0.1351,8499,8502,17001,1,0.9998,bp,0,0.0001,Aug,40.8862
GO:0007423,0.6478,4,-0.0295,1417,1463,2880,1,0.984,bp,0,0.0001,Aug,6.2247
GO:0090304,0.7064,4,-0.0088,5396,5375,10771,1,0.9981,bp,0,0.0001,Aug,146.5978
GO:0036211,0.7465,4,0.0681,2594,2572,5166,1,0.9957,bp,0,0.0001,Aug,21.0478
GO:0009893,0.6238,4,-0.0367,3919,3925,7844,1,0.9992,bp,0,0.0001,Aug,24.0022
GO:0060255,0.7258,4,0.0451,7114,7052,14166,1,0.9956,bp,0,0.0001,Aug,37.964
GO:0009892,0.6867,4,-0.0252,4751,4803,9554,1,0.9946,bp,0,0.0001,Aug,75.8479
GO:0006259,0.6511,4,-0.0279,3175,3173,6348,1,0.9997,bp,0,0.0001,Aug,15.3574
GO:0016070,0.7411,4,0.0166,3403,3393,6796,1,0.9985,bp,0,0.0001,Aug,49.7389
GO:0018193,0.6803,4,-0.0011,1913,1951,3864,1,0.9902,bp,0,0.0001,Aug,8.448
GO:0010605,0.6684,4,0.0052,4033,4036,8069,1,0.9996,bp,0,0.0001,Aug,27.2705
GO:0036211,0.7474,5,0.0435,2522,2491,5013,1,0.9938,bp,0,0.0001,Aug,30.4056
GO:0090304,0.6999,5,0.0634,3573,3565,7138,1,0.9989,bp,0,0.0001,Aug,19.7669
GO:0009893,0.6561,5,0.0468,3919,3925,7844,1,0.9992,bp,0,0.0001,Aug,16.1441
GO:0060255,0.7134,5,-0.0029,7114,7052,14166,1,0.9956,bp,0,0.0001,Aug,84.6521
GO:0009892,0.6737,5,0.0392,3321,3279,6600,1,0.9936,bp,0,0.0001,Aug,13.8954
GO:0018193,0.468,5,-0.2749,1866,1883,3749,1,0.9955,bp,0,0.0001,Aug,8.2772
GO:0006259,0.6703,5,-0.007,2118,2124,4242,1,0.9986,bp,0,0.0001,Aug,9.1965
GO:0016070,0.682,5,-0.0332,2271,2265,4536,1,0.9987,bp,0,0.0001,Aug,9.6938
GO:0010605,0.6562,5,-0.0222,4033,4036,8069,1,0.9996,bp,0,0.0001,Aug,29.7359
GO:0018193,0.678,6,-0.0259,1866,1883,3749,1,0.9955,bp,0,0.0001,Aug,18.1901
GO:0006259,0.7001,6,0.0636,2118,2124,4242,1,0.9986,bp,0,0.0001,Aug,10.611
GO:0016070,0.7036,6,0.0943,2271,2265,4536,1,0.9987,bp,0,0.0001,Aug,47.3429
GO:0010605,0.6459,6,-0.0704,4033,4036,8069,1,0.9996,bp,0,0.0001,Aug,74.925
GO:0008152,0.7163,2,0.0197,14554,14528,29082,1,0.9991,bp,0,0.0001,Aug,162.4091
GO:0050789,0.6163,2,-0.0105,15741,15751,31492,1,0.9997,bp,0,0.0001,Aug,495.0925
GO:0048856,0.5604,2,-0.053,5044,5095,10139,1,0.995,bp,0,0.0001,Aug,20.7791
GO:0043170,0.6081,2,-0.1072,7967,7928,15895,1,0.9975,bp,0,0.0001,Aug,96.516
GO:0044238,0.6124,2,-0.0048,11527,11450,22977,1,0.9966,bp,0,0.0001,Aug,222.0352
GO:0048518,0.5975,2,-0.1366,8209,8169,16378,1,0.9976,bp,0,0.0001,Aug,76.7319
GO:0050794,0.6078,2,-0.049,14585,14594,29179,1,0.9997,bp,0,0.0001,Aug,405.7666
GO:0048519,0.6107,2,-0.103,9328,9311,18639,1,0.9991,bp,0,0.0001,Aug,172.4971
GO:0048513,0.6989,2,0.0175,3160,3201,6361,1,0.9936,bp,0,0.0001,Aug,15.5332
GO:0043412,0.7333,2,0.0308,5078,5068,10146,1,0.999,bp,0,0.0001,Aug,57.8531
GO:0006139,0.656,2,0.0033,7061,7078,14139,1,0.9988,bp,0,0.0001,Aug,42.5667
GO:0019538,0.7056,2,0.0027,4020,4018,8038,1,0.9998,bp,0,0.0001,Aug,112.4285
GO:0048522,0.6088,2,-0.0773,7775,7816,15591,1,0.9974,bp,0,0.0001,Aug,107.9433
GO:0019222,0.673,2,-0.0651,7845,7834,15679,1,0.9993,bp,0,0.0001,Aug,88.205
GO:0048523,0.6108,2,-0.0949,8593,8586,17179,1,0.9996,bp,0,0.0001,Aug,113.7209
GO:0007423,0.6316,2,-0.0436,2720,2707,5427,1,0.9976,bp,0,0.0001,Aug,49.2295
GO:0090304,0.6925,2,-0.0824,5450,5422,10872,1,0.9974,bp,0,0.0001,Aug,184.226
GO:0036211,0.7678,2,0.0392,2562,2533,5095,1,0.9943,bp,0,0.0001,Aug,28.5054
GO:0009893,0.6617,2,-0.0741,4659,4596,9255,1,0.9932,bp,0,0.0001,Aug,62.959
GO:0060255,0.6807,2,-0.0139,7111,7123,14234,1,0.9992,bp,0,0.0001,Aug,144.2369
GO:0009892,0.6525,2,-0.1079,4805,4823,9628,1,0.9981,bp,0,0.0001,Aug,81.98
GO:0006259,0.6953,2,-0.0475,3212,3219,6431,1,0.9989,bp,0,0.0001,Aug,55.0806
GO:0016070,0.7082,2,-0.0377,3445,3447,6892,1,0.9997,bp,0,0.0001,Aug,49.2946
GO:0018193,0.6325,2,-0.1519,1887,1907,3794,1,0.9947,bp,0,0.0001,Aug,8.3815
GO:0010605,0.6787,2,-0.0539,4471,4455,8926,1,0.9982,bp,0,0.0001,Aug,61.3472
GO:0043170,0.602,3,-0.0946,7967,7928,15895,1,0.9975,bp,0,0.0001,Aug,70.5925
GO:0044238,0.6133,3,-0.0135,11527,11450,22977,1,0.9966,bp,0,0.0001,Aug,194.6281
GO:0048518,0.6503,3,0.0369,8209,8169,16378,1,0.9976,bp,0,0.0001,Aug,77.6072
GO:0050794,0.6435,3,-0.0718,14585,14594,29179,1,0.9997,bp,0,0.0001,Aug,328.0252
GO:0048519,0.6622,3,0.045,9328,9311,18639,1,0.9991,bp,0,0.0001,Aug,38.6674
GO:0048513,0.6746,3,-0.0595,3160,3201,6361,1,0.9936,bp,0,0.0001,Aug,70.0491
GO:0043412,0.7088,3,0.052,5078,5068,10146,1,0.999,bp,0,0.0001,Aug,25.0146
GO:0006139,0.6464,3,-0.0673,7061,7078,14139,1,0.9988,bp,0,0.0001,Aug,38.9611
GO:0019538,0.7058,3,0.0244,4020,4018,8038,1,0.9998,bp,0,0.0001,Aug,66.4458
GO:0048522,0.6175,3,-0.085,7775,7816,15591,1,0.9974,bp,0,0.0001,Aug,100.902
GO:0019222,0.6675,3,0.0148,7845,7834,15679,1,0.9993,bp,0,0.0001,Aug,112.4417
GO:0048523,0.6079,3,-0.095,8593,8586,17179,1,0.9996,bp,0,0.0001,Aug,41.6453
GO:0007423,0.6767,3,-0.0094,2701,2744,5445,1,0.9921,bp,0,0.0001,Aug,21.2668
GO:0090304,0.6868,3,-0.0513,5410,5433,10843,1,0.9979,bp,0,0.0001,Aug,128.3507
GO:0036211,0.6701,3,-0.0356,4492,4508,9000,1,0.9982,bp,0,0.0001,Aug,107.792
GO:0009893,0.6403,3,-0.0349,4685,4631,9316,1,0.9942,bp,0,0.0001,Aug,95.1714
GO:0060255,0.7034,3,-0.0715,7111,7123,14234,1,0.9992,bp,0,0.0001,Aug,159.5961
GO:0009892,0.6502,3,-0.0784,4801,4803,9604,1,0.9998,bp,0,0.0001,Aug,131.4691
GO:0006259,0.6876,3,-0.0482,3190,3210,6400,1,0.9969,bp,0,0.0001,Aug,41.5882
GO:0016070,0.7154,3,0.0208,3436,3449,6885,1,0.9981,bp,0,0.0001,Aug,117.8943
GO:0018193,0.664,3,-0.0964,3321,3339,6660,1,0.9973,bp,0,0.0001,Aug,14.2661
GO:0010605,0.6242,3,-0.1186,4027,4013,8040,1,0.9983,bp,0,0.0001,Aug,56.6375
GO:0043412,0.7389,4,0.0423,5078,5068,10146,1,0.999,bp,0,0.0001,Aug,147.346
GO:0006139,0.7036,4,0.0768,7061,7078,14139,1,0.9988,bp,0,0.0001,Aug,149.9279
GO:0019538,0.7141,4,0.1007,7483,7455,14938,1,0.9981,bp,0,0.0001,Aug,158.775
GO:0048522,0.6198,4,-0.0955,6803,6785,13588,1,0.9987,bp,0,0.0001,Aug,189.4727
GO:0019222,0.6814,4,0.0642,7845,7834,15679,1,0.9993,bp,0,0.0001,Aug,100.0969
GO:0048523,0.6801,4,-0.054,5986,6014,12000,1,0.9977,bp,0,0.0001,Aug,23.0924
GO:0007423,0.6502,4,-0.0066,1601,1630,3231,1,0.991,bp,0,0.0001,Aug,8.2819
GO:0090304,0.7283,4,0.0146,5454,5481,10935,1,0.9975,bp,0,0.0001,Aug,72.2516
GO:0036211,0.7639,4,0.0825,4743,4712,9455,1,0.9967,bp,0,0.0001,Aug,78.122
GO:0009893,0.6088,4,-0.0937,4047,4042,8089,1,0.9994,bp,0,0.0001,Aug,27.2228
GO:0060255,0.6915,4,0.0388,7111,7123,14234,1,0.9992,bp,0,0.0001,Aug,232.9189
GO:0009892,0.7045,4,0.0016,3348,3340,6688,1,0.9988,bp,0,0.0001,Aug,13.3429
GO:0006259,0.7065,4,0.0204,3190,3210,6400,1,0.9969,bp,0,0.0001,Aug,79.9929
GO:0016070,0.7157,4,-0.0224,3442,3398,6840,1,0.9936,bp,0,0.0001,Aug,45.6537
GO:0018193,0.6411,4,-0.0646,3541,3516,7057,1,0.9965,bp,0,0.0001,Aug,54.1975
GO:0010605,0.6113,4,-0.0639,4027,4013,8040,1,0.9983,bp,0,0.0001,Aug,21.9637
GO:0036211,0.7594,5,0.0628,2562,2533,5095,1,0.9943,bp,0,0.0001,Aug,22.5806
GO:0090304,0.6883,5,0.0615,3418,3382,6800,1,0.9947,bp,0,0.0001,Aug,18.7874
GO:0009893,0.6365,5,0.0231,4047,4042,8089,1,0.9994,bp,0,0.0001,Aug,27.4629
GO:0060255,0.6862,5,-0.0291,7111,7123,14234,1,0.9992,bp,0,0.0001,Aug,173.7959
GO:0009892,0.7145,5,0.0973,3348,3340,6688,1,0.9988,bp,0,0.0001,Aug,17.4682
GO:0018193,0.6837,5,-0.0504,1887,1907,3794,1,0.9947,bp,0,0.0001,Aug,8.3959
GO:0006259,0.6412,5,-0.0156,1999,2009,4008,1,0.9975,bp,0,0.0001,Aug,8.8359
GO:0016070,0.7292,5,0.0155,2160,2142,4302,1,0.9958,bp,0,0.0001,Aug,13.4233
GO:0010605,0.672,5,-0.0094,4027,4013,8040,1,0.9983,bp,0,0.0001,Aug,55.8513
GO:0018193,0.7138,6,0.0172,1887,1907,3794,1,0.9947,bp,0,0.0001,Aug,8.2866
GO:0006259,0.6595,6,0.0327,1999,2009,4008,1,0.9975,bp,0,0.0001,Aug,8.7503
GO:0016070,0.6375,6,0.0241,2160,2142,4302,1,0.9958,bp,0,0.0001,Aug,15.0085
GO:0010605,0.7405,6,0.0252,3118,3075,6193,1,0.9931,bp,0,0.0001,Aug,15.2106
GO:0008152,0.7392,2,0.0174,13966,13923,27889,1,0.9985,bp,0,1.00E-05,Aug,362.3827
GO:0050789,0.6986,2,0.013,15900,15936,31836,1,0.9989,bp,0,1.00E-05,Aug,525.919
GO:0048856,0.6101,2,0.0059,5247,5247,10494,1,1,bp,0,1.00E-05,Aug,39.2309
GO:0043170,0.5658,2,-0.1658,7856,7811,15667,1,0.9971,bp,0,1.00E-05,Aug,178.1143
GO:0044238,0.5615,2,-0.1138,11041,10998,22039,1,0.998,bp,0,1.00E-05,Aug,66.258
GO:0048518,0.6815,2,-0.0744,8646,8598,17244,1,0.9972,bp,0,1.00E-05,Aug,177.7207
GO:0050794,0.6756,2,-0.0304,14697,14698,29395,1,1,bp,0,1.00E-05,Aug,494.1782
GO:0048519,0.6356,2,-0.0974,9492,9501,18993,1,0.9995,bp,0,1.00E-05,Aug,82.9715
GO:0048513,0.6701,2,-0.0161,3449,3436,6885,1,0.9981,bp,0,1.00E-05,Aug,30.503
GO:0043412,0.6405,2,-0.0418,4845,4849,9694,1,0.9996,bp,0,1.00E-05,Aug,20.2345
GO:0006139,0.5593,2,-0.1126,6826,6830,13656,1,0.9997,bp,0,1.00E-05,Aug,28.6818
GO:0019538,0.5566,2,-0.1648,7047,7011,14058,1,0.9974,bp,0,1.00E-05,Aug,28.9538
GO:0048522,0.6698,2,-0.0431,7835,7875,15710,1,0.9975,bp,0,1.00E-05,Aug,268.731
GO:0019222,0.663,2,-0.0542,7960,7934,15894,1,0.9984,bp,0,1.00E-05,Aug,63.4586
GO:0048523,0.6327,2,-0.0537,8826,8774,17600,1,0.997,bp,0,1.00E-05,Aug,278.5845
GO:0007423,0.7131,2,0.1534,2906,2913,5819,1,0.9988,bp,0,1.00E-05,Aug,13.149
GO:0090304,0.6472,2,-0.1118,5330,5333,10663,1,0.9997,bp,0,1.00E-05,Aug,22.4249
GO:0036211,0.6928,2,-0.0543,4681,4641,9322,1,0.9957,bp,0,1.00E-05,Aug,63.6449
GO:0009893,0.6754,2,-0.0449,4668,4665,9333,1,0.9997,bp,0,1.00E-05,Aug,85.1524
GO:0060255,0.6916,2,-0.0195,7185,7179,14364,1,0.9996,bp,0,1.00E-05,Aug,242.643
GO:0009892,0.6294,2,-0.1016,4841,4839,9680,1,0.9998,bp,0,1.00E-05,Aug,48.4234
GO:0006259,0.6083,2,-0.0786,3110,3154,6264,1,0.993,bp,0,1.00E-05,Aug,17.6008
GO:0016070,0.5771,2,-0.1517,3415,3353,6768,1,0.9908,bp,0,1.00E-05,Aug,46.4781
GO:0018193,0.6839,2,-0.1001,3562,3560,7122,1,0.9997,bp,0,1.00E-05,Aug,15.8111
GO:0010605,0.6243,2,-0.0859,4131,4152,8283,1,0.9975,bp,0,1.00E-05,Aug,48.0755
GO:0043170,0.5887,3,-0.1331,7856,7811,15667,1,0.9971,bp,0,1.00E-05,Aug,146.6349
GO:0044238,0.5929,3,-0.0927,11041,10998,22039,1,0.998,bp,0,1.00E-05,Aug,126.5738
GO:0048518,0.6898,3,0.0856,8646,8598,17244,1,0.9972,bp,0,1.00E-05,Aug,122.3394
GO:0050794,0.7091,3,-0.0225,14697,14698,29395,1,1,bp,0,1.00E-05,Aug,235.6846
GO:0048519,0.6703,3,-0.005,9492,9501,18993,1,0.9995,bp,0,1.00E-05,Aug,165.2582
GO:0048513,0.6839,3,-0.072,3449,3436,6885,1,0.9981,bp,0,1.00E-05,Aug,14.6304
GO:0043412,0.6923,3,-0.0137,4845,4849,9694,1,0.9996,bp,0,1.00E-05,Aug,20.2029
GO:0006139,0.6383,3,-0.0947,6826,6830,13656,1,0.9997,bp,0,1.00E-05,Aug,69.2039
GO:0019538,0.6412,3,-0.045,7047,7011,14058,1,0.9974,bp,0,1.00E-05,Aug,146.1908
GO:0048522,0.6791,3,-0.0032,8034,8054,16088,1,0.9988,bp,0,1.00E-05,Aug,155.8083
GO:0019222,0.6814,3,0.0095,7960,7934,15894,1,0.9984,bp,0,1.00E-05,Aug,133.3596
GO:0048523,0.6592,3,-0.0622,8759,8713,17472,1,0.9974,bp,0,1.00E-05,Aug,137.3533
GO:0007423,0.7456,3,0.0327,2906,2931,5837,1,0.9957,bp,0,1.00E-05,Aug,14.4885
GO:0090304,0.6267,3,-0.0905,4539,4579,9118,1,0.9956,bp,0,1.00E-05,Aug,21.6806
GO:0036211,0.7207,3,0.0343,4279,4294,8573,1,0.9983,bp,0,1.00E-05,Aug,142.6631
GO:0009893,0.6322,3,0.0725,4011,3993,8004,1,0.9978,bp,0,1.00E-05,Aug,43.8115
GO:0060255,0.7128,3,-0.0462,7185,7179,14364,1,0.9996,bp,0,1.00E-05,Aug,91.1721
GO:0009892,0.636,3,-0.1111,4658,4657,9315,1,0.9999,bp,0,1.00E-05,Aug,77.9727
GO:0006259,0.6687,3,-0.0516,2706,2703,5409,1,0.9994,bp,0,1.00E-05,Aug,11.5249
GO:0016070,0.6116,3,-0.0995,2922,2913,5835,1,0.9985,bp,0,1.00E-05,Aug,14.5665
GO:0018193,0.6791,3,-0.0519,3267,3290,6557,1,0.9965,bp,0,1.00E-05,Aug,26.2537
GO:0010605,0.6617,3,-0.0252,4131,4152,8283,1,0.9975,bp,0,1.00E-05,Aug,73.7331
GO:0043412,0.7366,4,0.0148,4845,4849,9694,1,0.9996,bp,0,1.00E-05,Aug,69.2836
GO:0006139,0.6725,4,-0.0131,6826,6830,13656,1,0.9997,bp,0,1.00E-05,Aug,88.5537
GO:0019538,0.6506,4,0.0464,7047,7011,14058,1,0.9974,bp,0,1.00E-05,Aug,61.2786
GO:0048522,0.6943,4,-0.0373,8034,8054,16088,1,0.9988,bp,0,1.00E-05,Aug,108.9124
GO:0019222,0.6893,4,0.014,7960,7934,15894,1,0.9984,bp,0,1.00E-05,Aug,75.5543
GO:0048523,0.6723,4,-0.0836,8759,8713,17472,1,0.9974,bp,0,1.00E-05,Aug,134.2134
GO:0007423,0.6862,4,-0.0198,1508,1559,3067,1,0.9834,bp,0,1.00E-05,Aug,6.8125
GO:0090304,0.6933,4,-0.0397,5343,5358,10701,1,0.9986,bp,0,1.00E-05,Aug,82.3288
GO:0036211,0.7532,4,0.067,4730,4693,9423,1,0.9961,bp,0,1.00E-05,Aug,69.9985
GO:0009893,0.703,4,0.0207,4763,4759,9522,1,0.9996,bp,0,1.00E-05,Aug,41.7385
GO:0060255,0.7189,4,0.047,7185,7179,14364,1,0.9996,bp,0,1.00E-05,Aug,62.8054
GO:0009892,0.6664,4,-0.055,4816,4817,9633,1,0.9999,bp,0,1.00E-05,Aug,54.9238
GO:0006259,0.6781,4,-0.0348,3164,3190,6354,1,0.9959,bp,0,1.00E-05,Aug,72.9667
GO:0016070,0.6648,4,-0.0524,3419,3383,6802,1,0.9947,bp,0,1.00E-05,Aug,73.393
GO:0018193,0.7077,4,0.0213,3578,3593,7171,1,0.9979,bp,0,1.00E-05,Aug,24.67
GO:0010605,0.6484,4,0.0887,4131,4152,8283,1,0.9975,bp,0,1.00E-05,Aug,99.5115
GO:0036211,0.7471,5,0.0253,2667,2621,5288,1,0.9913,bp,0,1.00E-05,Aug,30.8324
GO:0090304,0.6886,5,0.003,3285,3263,6548,1,0.9966,bp,0,1.00E-05,Aug,42.1291
GO:0009893,0.6999,5,0.0957,3929,3960,7889,1,0.9961,bp,0,1.00E-05,Aug,18.9242
GO:0060255,0.7277,5,-0.0039,7185,7179,14364,1,0.9996,bp,0,1.00E-05,Aug,48.5078
GO:0009892,0.6656,5,-0.0097,4658,4657,9315,1,0.9999,bp,0,1.00E-05,Aug,59.5314
GO:0018193,0.6758,5,-0.0801,2028,2031,4059,1,0.9993,bp,0,1.00E-05,Aug,15.8524
GO:0006259,0.742,5,0.036,1918,1957,3875,1,0.9899,bp,0,1.00E-05,Aug,15.025
GO:0016070,0.6345,5,-0.0985,2092,2076,4168,1,0.9962,bp,0,1.00E-05,Aug,9.095
GO:0010605,0.7104,5,0.0242,4301,4294,8595,1,0.9992,bp,0,1.00E-05,Aug,43.8358
GO:0018193,0.7694,6,0.0476,2028,2031,4059,1,0.9993,bp,0,1.00E-05,Aug,8.9964
GO:0006259,0.7528,6,0.0672,1918,1957,3875,1,0.9899,bp,0,1.00E-05,Aug,8.5179
GO:0016070,0.6193,6,0.0151,2092,2076,4168,1,0.9962,bp,0,1.00E-05,Aug,24.4982
GO:0010605,0.7033,6,-0.0283,3042,3038,6080,1,0.9993,bp,0,1.00E-05,Aug,23.481
GO:0008152,0.7261,2,-0.0184,13627,13641,27268,1,0.9995,bp,0,1.00E-05,Aug,206.728
GO:0050789,0.7136,2,0.0246,15629,15644,31273,1,0.9995,bp,0,1.00E-05,Aug,320.0148
GO:0048856,0.6657,2,0.0368,5178,5119,10297,1,0.9943,bp,0,1.00E-05,Aug,24.8524
GO:0043170,0.6061,2,-0.1502,7436,7430,14866,1,0.9996,bp,0,1.00E-05,Aug,30.3683
GO:0044238,0.5837,2,-0.1175,10691,10678,21369,1,0.9994,bp,0,1.00E-05,Aug,107.2823
GO:0048518,0.6734,2,-0.0848,8599,8605,17204,1,0.9997,bp,0,1.00E-05,Aug,86.4318
